chrom	trans_id	strand	gene_id	gene_name	transcript_biotype	gene_start	gene_stop	CDS_start	CDS_stop	CDS_length	5UTR_length	3UTR_length	transcript_length
17	ENST00000432992	-	ENSG00000007237	GAS7	protein_coding	9910606	10198606	217	1647	1431	216	6622	8269
11	ENST00000467728	+	ENSG00000025434	NR1H3	protein_coding	47257979	47268845	1239	2582	1344	1238	149	2731
8	ENST00000286479	+	ENSG00000156006	NAT2	protein_coding	18391282	18401218	71	943	873	70	342	1285
4	ENST00000513000	-	ENSG00000109452	INPP4B	protein_coding	142023160	142846290	435	3209	2775	434	5622	8831
21	ENST00000357985	+	ENSG00000183844	FAM3B	protein_coding	41316801	41357727	80	787	708	79	530	1317
15	ENST00000676205	+	ENSG00000288625	ENSG00000288625	protein_coding	81002142	81002279	1	138	138	0	0	138
11	ENST00000359918	-	ENSG00000167311	ART5	protein_coding	3638514	3642316	142	1017	876	141	224	1241
2	ENST00000263904	-	ENSG00000115145	STAM2	protein_coding	152116801	152175763	122	1699	1578	121	3773	5472
17	ENST00000262288	+	ENSG00000121064	SCPEP1	protein_coding	56978131	57006768	30	1388	1359	29	533	1921
20	ENST00000374408	-	ENSG00000125998	FAM83C	protein_coding	35285731	35292425	122	2365	2244	121	804	3169
20	ENST00000216877	+	ENSG00000132670	PTPRA	protein_coding	2873489	3039076	401	2782	2382	400	943	3725
17	ENST00000254066	+	ENSG00000131759	RARA	protein_coding	40309180	40357643	470	1858	1389	469	1417	3275
15	ENST00000286760	+	ENSG00000156232	WHAMM	protein_coding	82809628	82836108	100	2529	2430	99	2572	5101
17	ENST00000572621	-	ENSG00000174231	PRPF8	protein_coding	1650631	1684837	267	7274	7008	266	171	7445
2	ENST00000409251	-	ENSG00000054356	PTPRN	protein_coding	219289623	219309498	167	3019	2853	166	603	3622
1	ENST00000370924	-	ENSG00000050628	PTGER3	protein_coding	71006631	71047808	232	1398	1167	231	5584	6982
7	ENST00000450043	+	ENSG00000249319	ENSG00000249319	protein_coding	66087761	66152277	1	925	925	0	-3	922
3	ENST00000412723	-	ENSG00000119227	PIGZ	protein_coding	196946356	196968833	148	1887	1740	147	801	2688
14	ENST00000445930	+	ENSG00000100519	PSMC6	protein_coding	52707200	52728590	21	1190	1170	20	973	2163
15	ENST00000539011	-	ENSG00000136425	CIB2	protein_coding	78104649	78131535	415	849	435	414	662	1511
7	ENST00000450434	+	ENSG00000178809	TRIM73	protein_coding	75395063	75405613	661	1020	360	660	405	1425
3	ENST00000496807	+	ENSG00000188817	SNTN	protein_coding	63652698	63679020	3	350	348	2	3396	3746
8	ENST00000353107	+	ENSG00000147669	POLR2K	protein_coding	100150636	100154003	84	260	177	83	687	947
15	ENST00000396307	-	ENSG00000069974	RAB27A	protein_coding	55202966	55270394	253	918	666	252	2541	3459
15	ENST00000261875	+	ENSG00000074696	HACD3	protein_coding	65530463	65578349	170	1258	1089	169	1970	3228
2	ENST00000295727	-	ENSG00000163497	FEV	protein_coding	218981087	218985184	110	826	717	109	580	1406
3	ENST00000313143	+	ENSG00000161202	DVL3	protein_coding	184155377	184173614	260	2410	2151	259	2859	5269
14	ENST00000395314	+	ENSG00000126777	KTN1	protein_coding	55580207	55684579	179	4252	4074	178	476	4728
6	ENST00000356709	+	ENSG00000124508	BTN2A2	protein_coding	26383108	26394874	105	1676	1572	104	1907	3583
9	ENST00000259324	+	ENSG00000136802	LRRC8A	protein_coding	128882502	128918034	524	2956	2433	523	1663	4619
17	ENST00000619286	+	ENSG00000271605	MILR1	protein_coding	64449115	64468643	55	1086	1032	54	362	1448
2	ENST00000280097	+	ENSG00000150540	HNMT	protein_coding	137964473	138016364	20	898	879	19	2234	3132
10	ENST00000380332	-	ENSG00000178372	CALML5	protein_coding	5498697	5499570	133	573	441	132	301	874
1	ENST00000359594	+	ENSG00000196539	OR2T3	protein_coding	248473351	248474307	1	957	957	0	0	957
17	ENST00000398470	+	ENSG00000240542	KRTAP9-1	protein_coding	41189887	41190639	1	753	753	0	0	753
19	ENST00000452271	-	ENSG00000189001	SBSN	protein_coding	35523367	35528311	31	1803	1773	30	143	1946
12	ENST00000240079	-	ENSG00000120860	WASHC3	protein_coding	102012840	102061991	30	614	585	29	268	882
16	ENST00000359543	-	ENSG00000213853	EMP2	protein_coding	10528422	10580598	111	614	504	110	4483	5097
5	ENST00000521381	+	ENSG00000145675	PIK3R1	protein_coding	68215756	68301821	581	2755	2175	580	4220	6975
7	ENST00000633969	+	ENSG00000275896	PRSS2	protein_coding	142770967	142774558	17	802	786	16	50	852
5	ENST00000523094	-	ENSG00000113282	CLINT1	protein_coding	157785743	157859145	207	2084	1878	206	1903	3987
17	ENST00000239174	-	ENSG00000120094	HOXB1	protein_coding	48528526	48531011	108	1013	906	107	1021	2034
19	ENST00000338448	+	ENSG00000099864	PALM	protein_coding	708935	748329	213	1376	1164	212	1515	2891
1	ENST00000366582	-	ENSG00000119285	HEATR1	protein_coding	236549005	236604516	128	6562	6435	127	1897	8459
20	ENST00000448484	-	ENSG00000064787	BCAS1	protein_coding	53936777	54028700	1	1431	1431	0	4681	6112
5	ENST00000284268	-	ENSG00000154122	ANKH	protein_coding	14704800	14871778	332	1810	1479	331	6397	8207
4	ENST00000310085	-	ENSG00000173013	CCDC96	protein_coding	7040849	7043001	64	1731	1668	63	422	2153
6	ENST00000372836	+	ENSG00000137161	CNPY3	protein_coding	42929480	42939294	92	928	837	91	503	1431
11	ENST00000064778	-	ENSG00000054965	FAM168A	protein_coding	73400487	73598189	286	1020	735	285	6276	7296
10	ENST00000372013	+	ENSG00000148671	ADIRF	protein_coding	86968482	86970915	64	294	231	63	333	627
10	ENST00000370664	+	ENSG00000165886	UBTD1	protein_coding	97498924	97571206	281	964	684	280	683	1647
17	ENST00000355612	-	ENSG00000196859	KRT39	protein_coding	40958417	40966948	93	1568	1476	92	184	1752
7	ENST00000426154	-	ENSG00000136193	SCRN1	protein_coding	29920104	29990118	178	1422	1245	177	3853	5275
3	ENST00000261038	+	ENSG00000138463	SLC49A4	protein_coding	122795069	122881139	125	1561	1437	124	1761	3322
5	ENST00000261367	+	ENSG00000064692	SNCAIP	protein_coding	122312207	122464082	1429	4479	3051	1428	507	4986
X	ENST00000480796	-	ENSG00000165192	ASB11	protein_coding	15281697	15315640	36	1007	972	35	1808	2815
9	ENST00000265922	-	ENSG00000078725	BRINP1	protein_coding	119166629	119369435	431	2716	2286	430	455	3171
5	ENST00000394976	+	ENSG00000181904	C5orf24	protein_coding	134845968	134859735	249	815	567	248	4268	5083
6	ENST00000435363	+	ENSG00000224389	C4B	protein_coding	32014795	32035418	52	5286	5235	51	141	5427
11	ENST00000651255	-	ENSG00000214787	MS4A4E	protein_coding	60200270	60243137	197	1192	996	196	1273	2465
6	ENST00000418931	+	ENSG00000223865	HLA-DPB1	protein_coding	33075990	33089696	53	829	777	52	3162	3991
17	ENST00000619866	-	ENSG00000276231	PIK3R6	protein_coding	8802722	8867674	238	2502	2265	237	551	3053
11	ENST00000641972	+	ENSG00000197849	OR8G1	protein_coding	124241095	124254364	367	1302	936	366	3753	5055
10	ENST00000307365	+	ENSG00000168209	DDIT4	protein_coding	72273924	72276036	198	896	699	197	848	1744
2	ENST00000498729	-	ENSG00000130294	KIF1A	protein_coding	240713767	240820219	159	5534	5376	158	3597	9131
2	ENST00000409816	+	ENSG00000169994	MYO7B	protein_coding	127535683	127637726	173	6601	6429	172	309	6910
20	ENST00000370179	+	ENSG00000125534	PPDPF	protein_coding	63520765	63522206	156	500	345	155	327	827
6	ENST00000327475	+	ENSG00000124721	DNAH8	protein_coding	38715311	39030792	140	14263	14124	139	400	14663
7	ENST00000675538	+	ENSG00000106211	HSPB1	protein_coding	76302673	76304292	41	565	525	40	247	812
14	ENST00000644823	+	ENSG00000119715	ESRRB	protein_coding	76376137	76501837	266	1630	1365	265	3379	5009
10	ENST00000376980	-	ENSG00000136770	DNAJC1	protein_coding	21756548	22003730	297	1961	1665	296	139	2100
9	ENST00000389120	+	ENSG00000155827	RNF20	protein_coding	101533853	101563344	89	3016	2928	88	922	3938
1	ENST00000270776	+	ENSG00000142657	PGD	protein_coding	10399064	10420511	55	1506	1452	54	762	2268
12	ENST00000288532	-	ENSG00000110871	COQ5	protein_coding	120503279	120529158	18	1001	984	17	505	1506
X	ENST00000465127	+	ENSG00000250349	ENSG00000250349	protein_coding	37349330	38687674	108	947	840	107	7	954
8	ENST00000254878	-	ENSG00000132541	RIDA	protein_coding	98102344	98117171	76	489	414	75	498	987
14	ENST00000355765	+	ENSG00000185246	PRPF39	protein_coding	45084116	45116282	154	2163	2010	153	1369	3532
1	ENST00000621309	-	ENSG00000158769	F11R	protein_coding	160995211	161021343	271	1110	840	270	3660	4770
3	ENST00000563281	+	ENSG00000259956	RBM15B	protein_coding	51391285	51397908	116	2788	2673	115	3836	6624
20	ENST00000262873	+	ENSG00000078814	MYH7B	protein_coding	34955868	35002437	477	6302	5826	476	249	6551
2	ENST00000258418	+	ENSG00000135932	CAB39	protein_coding	230712842	230821075	433	1458	1026	432	2371	3829
17	ENST00000259006	-	ENSG00000136490	LIMD2	protein_coding	63695888	63700125	145	528	384	144	2664	3192
3	ENST00000456430	+	ENSG00000144712	CAND2	protein_coding	12796680	12834803	42	3752	3711	41	821	4573
15	ENST00000562295	+	ENSG00000261739	GOLGA8S	protein_coding	23354748	23368341	63	1979	1917	62	3207	5186
9	ENST00000376238	-	ENSG00000197506	SLC28A3	protein_coding	84275457	84340758	126	2201	2076	125	2761	4962
2	ENST00000249501	+	ENSG00000128710	HOXD10	protein_coding	176116778	176119937	57	1079	1023	56	706	1785
11	ENST00000300778	+	ENSG00000167360	OR51Q1	protein_coding	5422111	5423206	91	1044	954	90	52	1096
19	ENST00000293255	-	ENSG00000105507	CABP5	protein_coding	48029383	48044079	158	679	522	157	1174	1853
4	ENST00000416614	-	ENSG00000087269	NOP14	protein_coding	2937936	2963406	88	2661	2574	87	895	3556
19	ENST00000402377	-	ENSG00000196172	ZNF681	protein_coding	23739195	23758891	143	2080	1938	142	4417	6497
13	ENST00000381140	+	ENSG00000122034	GTF3A	protein_coding	27424619	27435823	120	1217	1098	119	226	1443
1	ENST00000326735	-	ENSG00000159363	ATP13A2	protein_coding	16985958	17011928	191	3733	3543	190	263	3996
6	ENST00000427025	-	ENSG00000135540	NHSL1	protein_coding	138422043	138572540	630	5462	4833	629	2038	7500
10	ENST00000334549	+	ENSG00000186795	KCNK18	protein_coding	117197489	117210299	1	1155	1155	0	0	1155
12	ENST00000541640	+	ENSG00000111725	PRKAB1	protein_coding	119667864	119681624	192	1004	813	191	1299	2303
11	ENST00000278353	+	ENSG00000149084	HSD17B12	protein_coding	43680738	43856615	91	1029	939	90	1367	2396
X	ENST00000376358	-	ENSG00000288053	ENSG00000288053	protein_coding	49071470	49079887	155	1033	879	154	399	1432
2	ENST00000378551	+	ENSG00000138032	PPM1B	protein_coding	44168877	44234646	413	1576	1164	412	2301	3877
7	ENST00000284136	-	ENSG00000153993	SEMA3D	protein_coding	84995553	85187056	552	2885	2334	551	3887	6772
12	ENST00000548380	+	ENSG00000257987	TEX49	protein_coding	48727435	48765790	47	442	396	46	135	577
4	ENST00000422728	+	ENSG00000237765	FAM200B	protein_coding	15681827	15690447	818	2791	1974	817	1496	4287
1	ENST00000368173	+	ENSG00000183853	KIRREL1	protein_coding	157993273	158100261	405	2378	1974	404	5141	7519
12	ENST00000356464	+	ENSG00000197728	RPS26	protein_coding	56041351	56044676	403	750	348	402	522	1272
13	ENST00000612156	-	ENSG00000153531	ADPRHL1	protein_coding	113399611	113453488	52	5955	5904	51	3767	9722
8	ENST00000697298	-	ENSG00000104320	NBN	protein_coding	89931000	89984667	586	2604	2019	585	4582	7186
21	ENST00000459639	-	ENSG00000160201	U2AF1	protein_coding	43092956	43105252	1026	1529	504	1025	146	1675
22	ENST00000679723	+	ENSG00000239900	ADSL	protein_coding	40346500	40369425	60	1469	1410	59	2903	4372
1	ENST00000375341	-	ENSG00000159423	ALDH4A1	protein_coding	18871430	18902555	33	1724	1692	32	1415	3139
14	ENST00000258829	-	ENSG00000136327	NKX2-8	protein_coding	36580004	36582614	226	945	720	225	898	1843
22	ENST00000216129	-	ENSG00000100304	TTLL12	protein_coding	43166622	43187134	66	2000	1935	65	1386	3386
1	ENST00000335496	-	ENSG00000187144	SPATA21	protein_coding	16398643	16437424	484	1893	1410	483	122	2015
11	ENST00000278937	-	ENSG00000149573	MPZL2	protein_coding	118253416	118264297	145	792	648	144	1830	2622
20	ENST00000358131	+	ENSG00000124191	TOX2	protein_coding	43945705	44069616	209	1675	1467	208	930	2605
3	ENST00000333602	-	ENSG00000061938	TNK2	protein_coding	195863364	195909802	1337	4453	3117	1336	817	5270
10	ENST00000374323	+	ENSG00000204176	SYT15	protein_coding	46578217	46592062	589	2013	1425	588	4415	6428
4	ENST00000360771	-	ENSG00000170180	GYPA	protein_coding	144109304	144140751	117	569	453	116	2090	2659
3	ENST00000312521	+	ENSG00000174738	NR1D2	protein_coding	23945286	23980617	294	2033	1740	293	3198	5231
11	ENST00000314133	+	ENSG00000176340	COX8A	protein_coding	63974620	63976543	62	271	210	61	223	494
11	ENST00000278601	+	ENSG00000149300	C11orf52	protein_coding	111918913	111926871	61	432	372	60	672	1104
4	ENST00000246895	+	ENSG00000126549	STATH	protein_coding	69995966	70002570	76	264	189	75	415	679
1	ENST00000368021	-	ENSG00000158773	USF1	protein_coding	161039251	161045977	206	1138	933	205	669	1807
3	ENST00000273610	-	ENSG00000145040	UCN2	protein_coding	48561718	48563781	92	430	339	91	1068	1498
7	ENST00000262177	+	ENSG00000105993	DNAJB6	protein_coding	157337004	157417439	168	1148	981	167	1341	2489
17	ENST00000584284	-	ENSG00000173762	CD7	protein_coding	82314868	82317577	83	748	666	82	1273	2021
19	ENST00000357949	-	ENSG00000197019	SERTAD1	protein_coding	40421589	40425992	127	837	711	126	1247	2084
2	ENST00000647377	-	ENSG00000065413	ANKRD44	protein_coding	196986675	197310646	43	3213	3171	42	4005	7218
1	ENST00000373048	-	ENSG00000183317	EPHA10	protein_coding	37715976	37765120	55	3081	3027	54	2396	5477
X	ENST00000597510	-	ENSG00000269096	CT45A3	protein_coding	135759846	135764444	1	570	570	0	506	1076
10	ENST00000368845	-	ENSG00000065154	OAT	protein_coding	124397303	124418923	81	1400	1320	80	639	2039
11	ENST00000703807	-	ENSG00000165478	HEPACAM	protein_coding	124919205	124936042	37	1443	1407	36	1933	3376
17	ENST00000226230	+	ENSG00000109084	TMEM97	protein_coding	28319200	28328685	41	571	531	40	1892	2463
3	ENST00000273283	+	ENSG00000055957	ITIH1	protein_coding	52777599	52792062	18	2753	2736	17	151	2904
1	ENST00000375499	-	ENSG00000117118	SDHB	protein_coding	17018722	17054032	14	856	843	13	159	1015
2	ENST00000406691	+	ENSG00000163001	CFAP36	protein_coding	55519646	55539543	157	813	657	156	762	1575
7	ENST00000473989	+	ENSG00000157741	UBN2	protein_coding	139231237	139308236	249	4292	4044	248	10400	14692
9	ENST00000259608	-	ENSG00000137078	SIT1	protein_coding	35649295	35650931	79	669	591	78	553	1222
5	ENST00000306442	-	ENSG00000168938	PPIC	protein_coding	123023250	123036725	101	739	639	100	625	1364
19	ENST00000270645	+	ENSG00000142552	RCN3	protein_coding	49528003	49543633	63	1049	987	62	420	1469
1	ENST00000372967	+	ENSG00000168653	NDUFS5	protein_coding	39026318	39034636	84	404	321	83	140	544
22	ENST00000342247	+	ENSG00000099954	CECR2	protein_coding	17369460	17558151	325	4779	4455	324	5311	10090
15	ENST00000325844	+	ENSG00000181991	MRPS11	protein_coding	88467708	88480776	11	595	585	10	2797	3392
13	ENST00000379600	+	ENSG00000188811	NHLRC3	protein_coding	39038456	39050109	185	1228	1044	184	2183	3411
19	ENST00000222219	-	ENSG00000105612	DNASE2	protein_coding	12875209	12881449	75	1157	1083	74	781	1938
17	ENST00000263088	+	ENSG00000129219	PLD2	protein_coding	4807152	4823430	76	2877	2802	75	566	3443
12	ENST00000358859	-	ENSG00000197651	CCER1	protein_coding	90952215	90955176	435	1655	1221	434	1307	2962
17	ENST00000245544	+	ENSG00000125450	NUP85	protein_coding	75205679	75235758	84	2054	1971	83	79	2133
5	ENST00000513924	+	ENSG00000175857	GAPT	protein_coding	58491481	58497090	579	1052	474	578	2080	3132
21	ENST00000399017	+	ENSG00000182670	TTC3	protein_coding	37081596	37203112	2748	8825	6078	2747	1538	10363
17	ENST00000250111	+	ENSG00000129244	ATP1B2	protein_coding	7650926	7657770	594	1466	873	593	1875	3341
X	ENST00000285879	+	ENSG00000155495	MAGEC1	protein_coding	141903894	141909374	287	3715	3429	286	541	4256
13	ENST00000376958	+	ENSG00000152749	GPR180	protein_coding	94601857	94634661	72	1394	1323	71	7490	8884
6	ENST00000543571	-	ENSG00000131023	LATS1	protein_coding	149658153	149718101	394	3786	3393	393	3576	7362
22	ENST00000380995	+	ENSG00000054611	TBC1D22A	protein_coding	46762617	47175699	398	1861	1464	397	2073	3934
7	ENST00000205402	+	ENSG00000091140	DLD	protein_coding	107891183	107921198	69	1598	1530	68	1939	3537
3	ENST00000301825	+	ENSG00000168032	ENTPD3	protein_coding	40387184	40428744	91	1680	1590	90	1236	2916
18	ENST00000334889	-	ENSG00000134438	RAX	protein_coding	59267038	59273454	249	1289	1041	248	1966	3255
21	ENST00000319294	+	ENSG00000160185	UBASH3A	protein_coding	42403902	42447684	45	2030	1986	44	490	2520
4	ENST00000243501	-	ENSG00000123739	PLA2G12A	protein_coding	109709989	109730070	262	831	570	261	4388	5219
20	ENST00000246071	+	ENSG00000125870	SNRPB2	protein_coding	16730026	16742564	175	852	678	174	1559	2411
14	ENST00000706947	+	ENSG00000291313	ENSG00000291313	protein_coding	103334237	103335932	340	633	294	339	8	641
19	ENST00000577222	+	ENSG00000130255	RPL36	protein_coding	5681182	5691633	545	862	318	544	12	874
6	ENST00000307126	-	ENSG00000172432	GTPBP2	protein_coding	43620494	43629264	103	1911	1809	102	1120	3031
7	ENST00000283905	-	ENSG00000153790	C7orf31	protein_coding	25134692	25180354	718	2490	1773	717	1280	3770
10	ENST00000369295	+	ENSG00000043591	ADRB1	protein_coding	114043866	114046904	268	1701	1434	267	1338	3039
17	ENST00000284110	-	ENSG00000153976	HS3ST3A1	protein_coding	13494032	13601929	801	2021	1221	800	2165	4186
5	ENST00000505560	+	ENSG00000039319	ZFYVE16	protein_coding	80408064	80483379	184	4803	4620	183	6002	10805
21	ENST00000399889	-	ENSG00000182816	KRTAP13-2	protein_coding	30371390	30372271	59	586	528	58	296	882
19	ENST00000264080	-	ENSG00000125734	GPR108	protein_coding	6729914	6737580	5	1636	1632	4	398	2034
17	ENST00000328886	-	ENSG00000182271	TMIGD1	protein_coding	30316333	30334057	84	872	789	83	354	1226
X	ENST00000372936	-	ENSG00000188917	TRMT2B	protein_coding	101009350	101052111	802	2316	1515	801	1231	3547
20	ENST00000379019	-	ENSG00000125772	GPCPD1	protein_coding	5544439	5611006	194	2212	2019	193	3222	5434
19	ENST00000306065	-	ENSG00000105186	ANKRD27	protein_coding	32597006	32675180	141	3293	3153	140	1139	4432
3	ENST00000436010	-	ENSG00000169855	ROBO1	protein_coding	78597246	79019459	1239	5834	4596	1238	1667	7501
14	ENST00000334571	+	ENSG00000119723	COQ6	protein_coding	73950302	73963670	32	1438	1407	31	671	2109
19	ENST00000221515	+	ENSG00000104918	RETN	protein_coding	7669049	7670455	84	410	327	83	106	516
11	ENST00000393597	+	ENSG00000175591	P2RY2	protein_coding	73218281	73242427	352	1485	1134	351	7134	8619
13	ENST00000376285	+	ENSG00000175198	PCCA	protein_coding	100089093	100530435	29	2215	2187	28	269	2484
7	ENST00000291009	+	ENSG00000159763	PIP	protein_coding	143132077	143139739	41	481	441	40	97	578
6	ENST00000356799	+	ENSG00000118518	RNF146	protein_coding	127266849	127288567	186	308	123	185	1959	2267
4	ENST00000680771	-	ENSG00000137628	DDX60	protein_coding	168216294	168318807	293	5341	5049	292	1377	6718
16	ENST00000389202	+	ENSG00000156886	ITGAD	protein_coding	31393335	31426505	27	3512	3486	26	377	3889
19	ENST00000598513	-	ENSG00000197928	ZNF677	protein_coding	53235381	53254873	167	1921	1755	166	1591	3512
6	ENST00000244576	+	ENSG00000124613	ZNF391	protein_coding	27388759	27403908	505	1581	1077	504	2461	4042
X	ENST00000332582	+	ENSG00000184194	GPR173	protein_coding	53048789	53080615	794	1915	1122	793	2872	4787
19	ENST00000697702	+	ENSG00000099308	MAST3	protein_coding	18117841	18151692	326	4273	3948	325	1966	6239
13	ENST00000378182	+	ENSG00000204977	TRIM13	protein_coding	49997042	50018467	729	1952	1224	728	5303	7255
6	ENST00000369651	+	ENSG00000135318	NT5E	protein_coding	85449584	85495791	557	2131	1575	556	1787	3918
X	ENST00000381093	-	ENSG00000146938	NLGN4X	protein_coding	5890032	6227203	630	3080	2451	629	2785	5865
16	ENST00000378364	-	ENSG00000198931	APRT	protein_coding	88809339	88811928	30	572	543	29	359	931
19	ENST00000246551	+	ENSG00000126264	HCST	protein_coding	35902529	35904377	66	347	282	65	217	564
